"","player_name","position_group","position_group_rank","position","dollars","dollars_sd","h","hr","r","rbi","sb","avg","ab","hr_per600","r_per600","rbi_per600","sb_per600"
"133","Brian Serven","",17,NA,-35.2181663985555,2.10269142146597,5.0326175,0.81697225,2.5425225,2.8293875,0.033210325,0.181715414848502,27.69505,17.6993126930625,55.0825327991825,61.297325695386,0.719485792587484
"134","Edmundo Sosa","MI/CI",18,"2B/SS/3B",-35.7144518560956,2.46234933837528,7.9106225,0.9850975,3.9913775,3.963735,0.8955035,0.245310967653906,32.247325,18.3289156542442,74.2643459573779,73.7500242268157,16.6619122671415
"135","Ezequiel Duran","CI/MI/CI/OF",61,"1B/SS/3B/OF",-35.7289560858761,3.40969414670278,8.5289675,1.011595,4.12688,4.0497975,0.8958845,0.242650746888616,35.14915,17.268042043691,70.4463123574823,69.1305052896016,15.2928506094742
"136","Elias Díaz","C",30,"C",-35.9710610816076,1.07131256862126,3.263065,0.17630175,1.19915,1.7839325,0.00667401,0.243238216636477,13.4151,7.88522262226894,53.6328465684192,79.787664646555,0.298499899367131
"137","Adam Frazier","MI/OF",62,"2B/OF",-35.9865662704928,1.73699334190773,9.1644525,0.4805545,4.6464775,3.7816825,0.90666375,0.244530651206817,37.477725,7.69344190449127,74.3878263688631,60.5428824721885,14.5152420537799
"138","Jeimer Candelario","CI",11,"1B/3B",-36.0328412036289,2.67980743430786,8.207215,1.3411725,4.2881925,4.75597,0.20530375,0.242747527150143,33.809675,23.8009830026464,76.0999772993973,84.4013436982166,3.64340236929222
"139","David Peralta","OF",63,"OF",-36.1205013785048,1.24080334372985,8.321515,0.91256675,3.9262825,3.9715725,0.1449655,0.247461049451232,33.627575,16.2824720486089,70.0546946962426,70.8627815118991,2.58654690384305
"140","Jose Herrera","",18,NA,-36.4124499139326,2.643695595094,4.6662575,0.104396,2.0693125,1.8633225,0.0755935,0.230141808555368,20.275575,3.08931312675473,61.2356246370325,55.1399158840132,2.23698218176303
"141","Corey Julks","OF",64,"OF",-36.41872797642,1.2931852544309,7.3609725,0.9098995,3.84932,3.38509,1.016315,0.236607525278865,31.110475,17.5484205882424,74.2384036245027,65.2852134208815,19.6007614798553
"142","DJ LeMahieu","CI/MI/CI",19,"1B/2B/3B",-36.4408336452604,3.62892540236795,9.2991525,0.90001,4.5639475,3.997635,0.127157,0.247487045666852,37.5743,14.3716849016482,72.8787628778181,63.8356802388867,2.0304889246107
"143","Curt Casali","",19,NA,-36.6176762650172,3.97066653463019,4.4942475,0.449854,2.1188925,2.02541,0.0320516,0.214683438185179,20.9343,12.893309066938,60.7297831788022,58.0504721915708,0.918634012123644
"144","Travis Jankowski","OF",65,"OF",-36.8029063445513,2.56671655155592,8.2248675,0.1207715,4.45991,2.8954675,1.99748,0.23503214062721,34.99465,2.07068509043525,76.467288571253,49.6441741809105,34.2477492988214
"145","René Pinto","C",31,"C",-36.9717880104237,NA,1.28938666666667,0.104813,0.618105,0.705906666666667,0.00390590333333333,0.226801584965577,5.68508666666667,11.0618894112432,65.234361715975,74.50088711635,0.412226257471302
"146","Austin Barnes","",20,NA,-37.0023308620662,3.58307807893565,3.12853,0.15559475,1.898545,1.5338125,0.11155925,0.209138219751791,14.95915,6.24078573983147,76.1491795991082,61.5200395744411,4.47455570670793
"147","Ildemaro Vargas","MI/CI/OF",66,"2B/SS/3B/OF",-37.2299159655562,4.59423736112625,10.922875,0.2208665,4.4566875,4.5394975,0.9241505,0.248848495825424,43.893675,3.01911152347121,60.920223699656,62.0521863343637,12.6325786118387
"148","Jose Iglesias","MI/CI",20,"2B/SS/3B",-37.6082740725266,3.98849720561958,9.854925,0.50662975,4.28694,3.8862375,0.234689,0.259578704901808,37.965075,8.00677596448842,67.750794644815,61.418092812934,3.70902467596864
"149","Kevin Kiermaier","OF",67,"OF",-37.6889411401682,1.19113683735343,6.8488725,0.77952275,3.84278,3.00597,0.98756,0.229537740457325,29.837675,15.6752712803528,77.273715193962,60.4464657517719,19.8586518554143
"150","Jason Heyward","OF",68,"OF",-37.9105170538925,2.70023751421989,6.87916,1.009415,3.684885,3.8468625,0.20118225,0.238398652605898,28.8557,20.9888860779673,76.6202518046694,79.988269215441,4.1832064375496
"151","Edouard Julien","MI",21,"2B",-37.9872738479557,1.43295412973379,6.8973975,0.943561,4.36412,3.438515,0.74569875,0.231652574748738,29.77475,19.013983324797,87.9427031293294,69.2905565957733,15.026801232588
"152","Deyvison De Los Santos","",21,NA,-38.0319220297322,3.4516439250605,8.7067475,1.119175,3.881175,4.4345925,0.083791,0.248146860346723,35.087075,19.1382439260041,66.369311206477,75.8329242320712,1.43285241075239
"153","Garrett Stubbs","",22,NA,-38.0705400290846,1.79218859879513,2.81173,0.0926185,1.727315,1.06092,0.160648,0.213278061804997,13.1834,4.21523279275452,78.6131802114781,48.2843576012258,7.3113764279321
"154","Tyler Nevin","CI/OF",69,"1B/3B/OF",-38.1470483140264,5.83622900979887,8.1085525,1.02309275,4.2738025,4.298015,0.08723125,0.226425201072012,35.811175,17.1414551463335,71.6056231050783,72.011292564402,1.46152004227731
"155","Billy McKinney","",23,NA,-38.166799041909,0.657651124388438,6.9068225,0.9724875,3.798505,3.83654,0.08853,0.227028024235133,30.422775,19.1794634118682,74.9143692513257,75.6644980610743,1.74599457150112
"156","Niko Kavadas","CI",12,"1B",-38.3366732541642,4.62221540665791,9.04995,1.7040525,5.292065,5.69145,0.32455325,0.196704261659411,46.0079,22.2229551881307,69.0150821924061,74.2235572586447,4.23257636188568
"157","Chas McCormick","OF",70,"OF",-38.5971137922095,2.12940952868597,4.8520925,0.86343675,2.892565,2.7454125,0.865203,0.242944443540402,19.972025,25.9393852150696,86.8984992758621,82.4777407398599,25.9924469351505
"158","Jared Triolo","CI/MI/CI",22,"1B/2B/SS/3B",-38.5976234611761,4.24289427439211,8.1553175,0.57891275,4.09673,3.80228,0.8986895,0.237666658895323,34.3141,10.1225924619908,71.6334684575728,66.4848560795708,15.714056320871
"159","Austin Slater","OF",71,"OF",-38.6520533220606,1.77688100652017,5.9020975,0.78702875,3.1753825,2.7541,0.850432,0.245788106001137,24.01295,19.6651077855907,79.3417510135156,68.8153683741481,21.249334213414
"160","Agustin Ramirez","",24,NA,-38.6882366205366,3.4836986135721,2.075765,0.13511025,1.02475,1.034285,0.0890565,0.221817754375279,9.357975,8.66278762232213,65.7033172240789,66.3146674360639,5.70998533336539
